asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
00245472-23c3-48b5-b2c2-f39700068715,2026-01-01,100.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/205962500496,,False,
00413eee-b8b0-4666-923f-f27bbe4edb9d,2026-01-01,25.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/366093155831,,False,
007a3394-ddf8-4d7f-86bf-208cb6e0f07f,2026-01-01,35.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/205439157019,,False,
00808341-1ffd-46c5-8aae-dfa9cb05e5b2,2026-01-01,79.99,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/389234014265,,False,
0082d292-4097-4406-a734-4f78b655bf8a,2026-01-01,325.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/116919198036,,False,
00be416a-ecfa-483c-bd2a-15a5419777d4,2026-01-01,55.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/157568432464,,False,
010da7c2-9da0-4068-93bd-f9fd4b5cf065,2026-01-01,29.99,PSA,9.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/326223011340,,False,
01782acd-96cc-476f-a218-8ac1c08b3c2f,2026-01-01,385.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/168041156121,,False,
017cd035-f237-4901-898d-7a2ff5b5cd62,2026-01-01,33.50,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/389439600740,,False,
019a868b-1955-49bc-bad7-cd5664240de1,2026-01-01,34.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/157569214645,,False,
01b8d0b4-d5c3-4d1c-8b48-5dbc7dbb16e8,2026-01-01,67.21,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/156170543630,,False,
01fe0d22-e9b2-44a2-bdf1-ee89afdcfd23,2026-01-01,475.00,PSA,9.0,eBay,BEST_OFFER,https://www.ebay.com/itm/187834823587,,False,
02399ffc-56c5-4985-bcbf-dda6ff2bc84c,2026-01-01,17.00,PSA,9.0,PWCC Fixed Price,BEST_OFFER,https://www.fanaticscollect.com/buy-now/96f542ce-5a34-4057-a3a4-b410975fcd69,,False,NOT_PAID
023eacc7-55cc-4b62-83f1-8ff978daa4a0,2026-01-01,86.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306674812519,,False,
024b1f81-5272-4905-b6e0-dd791e4bf570,2026-01-01,153.60,PSA,10.0,Alt,AUCTION,https://alt.xyz/exchange/select-listing?ids=3ea0ba6e-053c-4c7b-a4d6-1700238a62c9,,False,
024b1f81-5272-4905-b6e0-dd791e4bf570,2026-01-01,28.00,PSA,9.0,eBay,AUCTION,https://www.ebay.com/itm/366080572810,,False,
026fb526-00ed-4907-8977-3909035e5fa9,2026-01-01,54.99,PSA,9.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/127503486475,,False,
026fb526-00ed-4907-8977-3909035e5fa9,2026-01-01,59.99,PSA,9.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/336367142896,,False,
02874192-e4b3-4d45-bed1-78a7a2157639,2026-01-01,170.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/227154318335,,False,
02874192-e4b3-4d45-bed1-78a7a2157639,2026-01-01,167.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/277604156774,,False,
