asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
00147e68-0b7e-48a4-9206-25c56a3910ff,2026-06-01,200.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/377218913132,,False,
002cd164-356a-42a4-8a00-da19f8b77085,2026-06-01,179.99,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/227365204178,,False,
002cd164-356a-42a4-8a00-da19f8b77085,2026-06-01,185.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/298347889636,,False,
002cd164-356a-42a4-8a00-da19f8b77085,2026-06-01,170.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/377196510917,,False,
00624b75-6f94-477c-a1c2-e22429d83d9e,2026-06-01,2375.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/366433694385,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-06-01,190.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/188406620391,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-06-01,162.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/377214960592,,False,
00be416a-ecfa-483c-bd2a-15a5419777d4,2026-06-01,109.07,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/178025228130,,False,
010da7c2-9da0-4068-93bd-f9fd4b5cf065,2026-06-01,315.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/198357411780,,False,
013e7721-92fd-4c42-bf31-0a98db2d8579,2026-06-01,201.84,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/156680781966,,False,
019ae10f-089a-4476-8ba0-25eaba2c4cf6,2026-06-01,260.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/186234696359,,False,
01f19242-b0c2-4da4-bcb3-cc863404c71f,2026-06-01,134.95,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/358219040332,,False,RELISTED
020f10d6-bad8-4c67-98cb-59c2645d2b56,2026-06-01,85.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/318396171325,,False,
021519c9-bc11-4d74-a800-8a4fe22aa9c7,2026-06-01,60.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/297792542866,,False,
0228fd84-6f35-47d6-a669-ee75d6ac666b,2026-06-01,88.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/358599144773,,False,
023d71b8-c589-4b62-adc4-9cd5444b35fd,2026-06-01,30.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/127861654862,,False,
023eacc7-55cc-4b62-83f1-8ff978daa4a0,2026-06-01,91.25,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/227325672100,,False,
023eacc7-55cc-4b62-83f1-8ff978daa4a0,2026-06-01,89.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/366287581826,,False,
024b1f81-5272-4905-b6e0-dd791e4bf570,2026-06-01,507.50,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/397968940183,,False,RELISTED
026e3d4b-8c93-4a34-a109-3abb81ececde,2026-06-01,39.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/178124539851,,False,
026e3d4b-8c93-4a34-a109-3abb81ececde,2026-06-01,39.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/236711736556,,False,
026e3d4b-8c93-4a34-a109-3abb81ececde,2026-06-01,44.99,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/336532593338,,False,
026e3d4b-8c93-4a34-a109-3abb81ececde,2026-06-01,42.50,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/389615200938,,False,
02874192-e4b3-4d45-bed1-78a7a2157639,2026-06-01,375.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/188440887399,,False,
028d40c6-53aa-4983-b3e5-d0fca9801165,2026-06-01,170.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/157942082554,,False,
028f6a0a-186f-48bb-9f55-7098485ff61f,2026-06-01,44.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/800084865802,,False,
02c08f51-d76c-4aca-81f5-67c462bba310,2026-06-01,2900.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/178169997713,,False,
03112b7d-2379-43ab-851b-2213c8e919fa,2026-06-01,1200.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/298336511339,,False,
0311324a-87ee-41e9-9a5f-efa02a711d48,2026-06-01,55.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306962189885,,False,
03322f1e-1d44-48e2-a0dc-a76292434cf2,2026-06-01,200.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/366085719508,,False,
03858f77-27ac-4a4f-ac61-9622cf6aba54,2026-06-01,39.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306958906942,,False,
03c812d9-5dd3-4a6e-9962-012f3d9af935,2026-06-01,535.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/117222294511,,False,
03c812d9-5dd3-4a6e-9962-012f3d9af935,2026-06-01,476.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306960464881,,False,
03c812d9-5dd3-4a6e-9962-012f3d9af935,2026-06-01,650.00,PSA,10.0,PWCC Fixed Price,BEST_OFFER,https://www.fanaticscollect.com/buy-now/f76ec0f1-52f1-4705-a08e-e9df73571118,,False,
03fec6f0-4f80-4fcc-9bd2-c4a0fd7228cd,2026-06-01,6200.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/397988216086,,False,
0427c851-f38b-4b80-b8a1-4abdbd4ea760,2026-06-01,64.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/117157870963,,False,
042e87f2-ea3d-4521-9ee5-6104c369bdae,2026-06-01,147.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/236836826407,,False,
042e87f2-ea3d-4521-9ee5-6104c369bdae,2026-06-01,149.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/800032956623,,False,
043a804e-28d4-4f21-b274-9a4de857ec0a,2026-06-01,939.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/298348426120,,False,
