asset_id,date,price,grading_company,grade,source,sale_type,url,label,subject_to_change,skipped_reason
00066844-3370-440b-bb05-59e9b25e5a5e,2026-05-01,113.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/358472050592,,False,
00245472-23c3-48b5-b2c2-f39700068715,2026-05-01,120.00,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/298275155071,,False,
00245472-23c3-48b5-b2c2-f39700068715,2026-05-01,125.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/306843397538,,False,
00267e26-77a0-4274-ac26-ed793c1aad1e,2026-05-01,172.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/117159274815,,False,
00267e26-77a0-4274-ac26-ed793c1aad1e,2026-05-01,36.00,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/298256963713,,False,
002cd164-356a-42a4-8a00-da19f8b77085,2026-05-01,129.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/168150890233,,False,
002cd164-356a-42a4-8a00-da19f8b77085,2026-05-01,139.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/178082573211,,False,
003515ea-a08e-49d0-b1aa-3232aecd0384,2026-05-01,41.96,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/178076706760,,False,
003515ea-a08e-49d0-b1aa-3232aecd0384,2026-05-01,64.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/298203227628,,False,
003515ea-a08e-49d0-b1aa-3232aecd0384,2026-05-01,64.99,PSA,10.0,eBay,BUY_IT_NOW,https://www.ebay.com/itm/306867319639,,False,
007085fd-0ff3-4218-bf22-db2a9e05656e,2026-05-01,130.50,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306892720238,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-05-01,135.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/227315790805,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-05-01,149.99,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/227325397417,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-05-01,140.00,PSA,10.0,eBay,BEST_OFFER,https://www.ebay.com/itm/236616188118,,False,
009f3a71-b62f-4c7c-ab35-14db77ec58d6,2026-05-01,146.48,PSA,10.0,eBay,AUCTION,https://www.ebay.com/itm/306899225924,,False,
